asof,portfolio_id,event,symbol,target_weight,lookthrough_targets,side,shares,price,notional,commission,spread_bps_cost,theoretical_weight,theoretical_shares,nav,cash,theoretical_weights,final_weights,need
2007-12-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'VWO': 0.1, 'GLD': 0.1}",,"{'SPY': 1001.1820410463396, 'VWO': 412.7596886072507, 'GLD': 169.7870389618926}",,,,,,,131394.87026140894,0.04978710254846419,"{'SPY': 0.8, 'VWO': 0.1, 'GLD': 0.1}","{'VWO': 0.09997689311227914, 'GLD': 0.10000252533062766, 'SPY': 0.8000202026450213}",
2008-01-02,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'VWO': 0.1}",SELL,-12.253050219638737,83.55999755859375,1023.8648464383396,1.0,0.5119324232191698,0.1,157.53398874225385,,,,,
2008-01-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'VWO': 0.1}",BUY,7.815096846676511,104.36929279848162,815.6561310392711,1.0,0.4078280655196356,0.8,1008.9971378930161,,,,,
2008-01-02,candidate_80_20_dc,PARTIAL_FILL,VWO,,"{'SPY': 0.8, 'GLD': 0.1, 'VWO': 0.1}",BUY,6.506012755082525,31.386982716046848,204.20410989415555,1.0,0.10210205494707777,0.1,419.39487569693347,,,,,
2008-01-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'VWO': 0.1}",,"{'SPY': 1008.9971378930161, 'VWO': 419.26570136233323, 'GLD': 157.53398874225385}",,,,,,,131631.37528443898,0.03253006377539691,"{'SPY': 0.8, 'GLD': 0.1, 'VWO': 0.1}","{'VWO': 0.09997225428705586, 'GLD': 0.10000305539810322, 'SPY': 0.8000244431848258}",
2008-02-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-20.581671060966755,91.75,1888.3683198436997,1.0,0.9441841599218498,0.1,136.9523176812871,,,,,
2008-02-01,candidate_80_20_dc,FILL,VWO,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-419.26570136233323,28.776676237575636,12065.073345623938,2.096328506811666,6.032536672811969,0.0,0.0,,,,,
2008-02-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,14.128101574015773,98.25092500936576,1388.099048273326,1.0,0.694049524136663,0.8,1023.1252394670319,,,,,
2008-02-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,172.11943695926195,72.88819284728433,12545.474713852684,1.0,6.272737356926342,0.1,172.39246380528493,,,,,
2008-02-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1023.1252394670319, 'GLD': 136.9523176812871, 'BIL': 172.11943695926195}",,,,,,,125634.71163636031,0.8605971847937326,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.10001515491695935, 'SPY': 0.8001212393356748, 'BIL': 0.09985675575206128}",
2008-03-03,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-10.96144618493095,97.5199966430664,1068.9601951576192,1.0,0.5344800975788095,0.1,125.99087149635615,,,,,
2008-03-03,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-2.7328001661987003,72.53600164688332,198.22639735599194,1.0,0.09911319867799596,0.1,169.38663679306325,,,,,
2008-03-03,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,13.325833421004209,94.83197558873371,1263.7151096802029,1.0,0.6318575548401014,0.8,1036.4967545264424,,,,,
2008-03-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1036.4510728880362, 'GLD': 125.99087149635615, 'BIL': 169.38663679306325}",,,,,,,122862.02820296555,0.06662916710502031,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.10000347174054788, 'SPY': 0.7999925142100388, 'BIL': 0.10000347174054788}",
2008-04-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-11.671136414398006,95.63789676022566,1116.2029394747067,1.0,0.5581014697373534,0.8,1024.7799364736381,,,,,
2008-04-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-0.8959840823694663,72.71011491561814,65.14710559164855,1.0,0.03257355279582427,0.1,168.49065271069378,,,,,
2008-04-01,candidate_80_20_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,13.398251929914226,87.86000061035156,1177.170422739908,1.0,0.588585211369954,0.1,139.43745317204852,,,,,
2008-04-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1024.7799364736381, 'GLD': 139.38912342627037, 'BIL': 168.49065271069378}",,,,,,,122505.56794778659,0.06699125964928498,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.09996874978391344, 'SPY': 0.80002729188757, 'BIL': 0.10000341148594626}",
2008-05-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-10.79651405474715,99.05223015928348,1069.4187950687535,1.0,0.5347093975343767,0.8,1013.983422418891,,,,,
2008-05-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-139.38912342627037,84.51000213623047,11779.775118521402,1.0,5.889887559260701,0.0,0.0,,,,,
2008-05-01,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,218.86176594902423,57.36344519771393,12554.664916891745,1.0943088297451211,6.277332458445872,0.1,218.86176594902423,,,,,
2008-05-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,3.8156438510469313,72.76408947138924,277.6418505685351,1.0,0.13882092528426757,0.1,172.53929799847526,,,,,
2008-05-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1013.983422418891, 'BIL': 172.3062965617407, 'IEF': 218.86176594902423}",,,,,,,125529.71410974719,0.01907821925516373,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.10001349087687354, 'SPY': 0.8001079270149883, 'BIL': 0.09987843012643885}",
2008-06-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-3.920415326980333,100.09015233094046,392.39496727801526,1.0,0.19619748363900763,0.8,1010.0630070919107,,,,,
2008-06-02,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-218.86176594902423,56.40558937728813,12345.026900508803,1.0943088297451211,6.172513450254402,0.0,0.0,,,,,
2008-06-02,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'BIL': 0.2}",BUY,174.83303988013603,72.75937887981351,12720.743389348363,1.0,6.360371694674181,0.2,347.36882653531615,,,,,
2008-06-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'BIL': 0.2}",,"{'SPY': 1010.0630070919107, 'BIL': 347.1393364418767}",,,,,,,126355.87691313808,0.8741651993968844,"{'SPY': 0.8, 'BIL': 0.2}","{'SPY': 0.8001001830185973, 'BIL': 0.1998928987024849}",
2008-07-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-186.39296503519404,72.94361869699381,13596.177369329293,1.0,6.798088684664647,0.1,160.74637140668267,,,,,
2008-07-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,20.563774770142004,91.01585349163832,1871.6295117142931,1.0,0.9358147558571466,0.8,1030.6267818620527,,,,,
2008-07-01,candidate_80_20_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,126.53411328859778,92.52999877929688,11708.201348133365,1.0,5.854100674066682,0.1,126.72022238735741,,,,,
2008-07-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1030.6267818620527, 'BIL': 160.74637140668267, 'GLD': 126.53411328859778}",,,,,,,117237.6322240295,0.6326705664414476,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.09986726212416294, 'SPY': 0.800113192351636, 'BIL': 0.1000141490439545}",
2008-08-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-4.346805397646904,91.44749276867431,397.50445516814966,1.0,0.19875222758407482,0.8,1026.2799764644058,,,,,
2008-08-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-0.11503169250434553,73.03270558329297,8.401075731417755,1.0,0.004200537865708878,0.1,160.63133971417832,,,,,
2008-08-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-126.53411328859778,89.5,11324.8031393295,1.0,5.66240156966475,0.0,0.0,,,,,
2008-08-01,candidate_80_20_dc,PARTIAL_FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,205.74269474318282,56.938060389557705,11714.58997799768,1.028713473715914,5.857294988998841,0.1,206.0368979999009,,,,,
2008-08-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1026.2799764644058, 'BIL': 160.63133971417832, 'IEF': 205.74269474318282}",,,,,,,117297.66204515717,1.0,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.09987061782602118, 'SPY': 0.8001074283154374, 'BIL': 0.1000134285394297}",
2008-09-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-2.951299287978486,93.5408910838648,276.0671652526833,1.0,0.13803358262634166,0.8,1023.3286771764273,,,,,
2008-09-02,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,0.9776382565536039,57.881991423938494,56.587649181549885,1.0,0.028293824590774945,0.1,206.72033299973643,,,,,
2008-09-02,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,2.970435187988653,73.11714542549294,217.18974161716778,1.0,0.10859487080858389,0.1,163.64676810362207,,,,,
2008-09-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1023.3286771764273, 'BIL': 163.60177490216697, 'IEF': 206.72033299973643}",,,,,,,119650.57049616653,0.014852175939921608,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.10000273707201264, 'SPY': 0.8000218965761011, 'BIL': 0.09997524222229894}",
2008-10-01,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-206.72033299973643,58.24439273617458,12040.30026178944,1.0336016649986821,6.02015013089472,0.0,0.0,,,,,
2008-10-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'BIL': 0.2}",BUY,26.62461357608106,83.40284918260707,2220.5686306310813,1.0,1.1102843153155406,0.8,1049.9532907525083,,,,,
2008-10-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'BIL': 0.2}",BUY,132.85987054833,73.79215484207532,9804.016139800451,1.0,4.9020080699002255,0.2,296.6748163975647,,,,,
2008-10-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'BIL': 0.2}",,"{'SPY': 1049.9532907525083, 'BIL': 296.461645450497}",,,,,,,109446.30390258569,0.6642993527384533,"{'SPY': 0.8, 'BIL': 0.2}","{'SPY': 0.800110125558517, 'BIL': 0.19988380480432716}",
2008-11-03,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-166.63161348406123,73.38820229220929,12228.794558645513,1.0,6.114397279322757,0.1,129.83003196643574,,,,,
2008-11-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,38.578860897599725,70.02451979108403,2701.46620844145,1.0,1.350733104220725,0.8,1088.532151650108,,,,,
2008-11-03,candidate_80_20_dc,PARTIAL_FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,165.38791104088443,57.51293759894586,9511.944607314395,1.0,4.755972303657197,0.1,165.66694464466758,,,,,
2008-11-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1088.532151650108, 'BIL': 129.83003196643574, 'IEF': 165.38791104088443}",,,,,,,95264.70539288066,0.8269395552051719,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.0998475203181098, 'SPY': 0.800127821548385, 'BIL': 0.1000159776935481}",
2008-12-01,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-23.3856412768763,62.54045067352623,1462.548544745261,1.0,0.7312742723726305,0.1,142.00226976400813,,,,,
2008-12-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-8.991578409435945,73.49387290458479,660.825920834694,1.0,0.33041296041734697,0.1,120.8384535569998,,,,,
2008-12-01,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,33.4650068471017,63.31727186194935,2118.9129363999346,1.0,1.0594564681999672,0.8,1122.08068181683,,,,,
2008-12-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1121.9971584972097, 'BIL': 120.8384535569998, 'IEF': 142.00226976400813}",,,,,,,88803.73833334618,0.1673250342355459,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.1000057668109441, 'SPY': 0.7999865821665079, 'BIL': 0.1000057668109441}",
2009-01-02,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-4.5266894874012,65.96845185074008,298.61869749287735,1.0,0.14930934874643867,0.8,1117.4704690098085,,,,,
2009-01-02,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-0.7507497628303668,65.23628633242568,48.97612649200247,1.0,0.024488063246001234,0.1,141.25152000117777,,,,,
2009-01-02,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,4.693363719617237,73.37864887922844,344.39268844430273,1.0,0.17219634422215135,0.1,125.57773609123555,,,,,
2009-01-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1117.4704690098085, 'BIL': 125.53181727661703, 'IEF': 141.25152000117777}",,,,,,,92143.90004311562,0.023466818598080863,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.10000363126995349, 'SPY': 0.8000290501596279, 'BIL': 0.09996706389464959}",
2009-02-02,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-6.546778689379579,62.7841452376806,411.03390407295973,1.0,0.20551695203647988,0.1,134.7047413117982,,,,,
2009-02-02,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-10.346256221036384,73.42345659664068,759.6578945829885,1.0,0.3798289472914943,0.1,115.18556105558065,,,,,
2009-02-02,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,19.604660511018224,59.4985397110614,1166.448671936695,1.0,0.5832243359683476,0.8,1137.1468387351802,,,,,
2009-02-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1137.0751295208267, 'BIL': 115.18556105558065, 'IEF': 134.7047413117982}",,,,,,,84569.05185700602,0.09802330255502056,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.10000492919116834, 'SPY': 0.7999889825257684, 'BIL': 0.10000492919116834}",
2009-03-02,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-11.283560521769772,62.3995796438581,704.089433444466,1.0,0.352044716722233,0.1,123.42118079002842,,,,,
2009-03-02,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",SELL,-10.333839618389149,73.45067581994554,759.0275037856112,1.0,0.3795137518928056,0.1,104.8517214371915,,,,,
2009-03-02,candidate_80_20_dc,PARTIAL_FILL,SPY,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",BUY,27.57448406753694,52.897316880359035,1458.616221532913,1.0,0.7293081107664565,0.8,1164.7365506821698,,,,,
2009-03-02,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}",,"{'SPY': 1164.6496135883638, 'BIL': 104.8517214371915, 'IEF': 123.42118079002842}",,,,,,,77009.8371378845,0.13787242033777147,"{'SPY': 0.8, 'IEF': 0.1, 'BIL': 0.1}","{'IEF': 0.100005792593187, 'SPY': 0.7999866244914351, 'BIL': 0.10000579259318701}",
2009-04-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-16.095630921668544,57.69104792147007,928.5738148282755,1.0,0.46428690741413775,0.8,1148.5539826666952,,,,,
2009-04-01,candidate_80_20_dc,FILL,IEF,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-123.42118079002842,64.30981009154642,7937.192697881145,1.0,3.9685963489405722,0.0,0.0,,,,,
2009-04-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'BIL': 0.2}",BUY,120.56740262606029,73.43147277832031,8853.44194388833,1.0,4.426720971944166,0.2,225.58883931980188,,,,,
2009-04-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'BIL': 0.2}",,"{'SPY': 1148.5539826666952, 'BIL': 225.4191240632518}",,,,,,,82814.74396379624,0.6028370131298288,"{'SPY': 0.8, 'BIL': 0.2}","{'SPY': 0.8001145651478049, 'BIL': 0.19987815550815233}",
2009-05-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-23.532346669137723,64.23666866565551,1511.639555910742,1.0,0.755819777955371,0.8,1125.0216359975575,,,,,
2009-05-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'BIL': 0.2}",BUY,20.542480719785967,73.43950161366156,1508.629545969333,1.0,0.7543147729846665,0.2,246.01079965603023,,,,,
2009-05-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'BIL': 0.2}",,"{'SPY': 1125.0216359975575, 'BIL': 245.96160478303776}",,,,,,,90331.0424570351,0.1027124035988436,"{'SPY': 0.8, 'BIL': 0.2}","{'SPY': 0.8000310868508139, 'BIL': 0.19996777608267152}",
2009-06-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-14.896154266941267,68.81349711595809,1025.0564686870296,1.0,0.5125282343435148,0.8,1110.1254817306162,,,,,
2009-06-01,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-116.0048339470645,73.47791129313308,8523.792898337038,1.0,4.261896449168519,0.1,129.95677083597326,,,,,
2009-06-01,candidate_80_20_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,98.84850558540795,96.47000122070312,9535.915454488984,1.0,4.767957727244492,0.1,98.98364215401706,,,,,
2009-06-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1110.1254817306162, 'BIL': 129.95677083597326, 'GLD': 98.84850558540795}",,,,,,,95476.97841186592,0.49424252792596235,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.09987659447446294, 'SPY': 0.8001050924117573, 'BIL': 0.10001313655146966}",
2009-07-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-3.058406446691606,68.21961068175791,208.64329709987996,1.0,0.10432164854993999,0.8,1107.0670752839246,,,,,
2009-07-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-98.84850558540795,92.30999755859375,9124.705309259649,1.0,4.562352654629824,0.0,0.0,,,,,
2009-07-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'BIL': 0.2}",BUY,126.87773097324542,73.46349334716797,9320.881345256783,1.0,4.660440672628392,0.2,257.01093643055424,,,,,
2009-07-01,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'BIL': 0.2}",,"{'SPY': 1107.0670752839246, 'BIL': 256.8345018092187}",,,,,,,94392.27897810131,0.6343886548638693,"{'SPY': 0.8, 'BIL': 0.2}","{'SPY': 0.8001044756211783, 'BIL': 0.19988880361032535}",
2009-08-03,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-16.867156271501244,73.76791654406053,1244.254976171731,1.0,0.6221274880858655,0.8,1090.1999190124234,,,,,
2009-08-03,candidate_80_20_dc,FILL,BIL,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",SELL,-119.94108084263513,73.43466186523438,8807.832715429651,1.0,4.4039163577148255,0.1,136.89342096658356,,,,,
2009-08-03,candidate_80_20_dc,PARTIAL_FILL,GLD,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",BUY,106.64057071398081,94.13999938964844,10039.143261925914,1.0,5.0195716309629566,0.1,106.78481140251249,,,,,
2009-08-03,candidate_80_20_dc,REBALANCE_SUMMARY,,,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}",,"{'SPY': 1090.1999190124234, 'BIL': 136.89342096658356, 'GLD': 106.64057071398081}",,,,,,,100514.17518708573,0.5332028535685822,"{'SPY': 0.8, 'GLD': 0.1, 'BIL': 0.1}","{'GLD': 0.09987788531558049, 'SPY': 0.8001038310503169, 'BIL': 0.10001297888128961}",
2009-09-01,candidate_80_20_dc,FILL,SPY,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-5.405381811937332,75.31935934094572,407.1298950683202,1.0,0.2035649475341601,0.8,1084.794537200486,,,,,
2009-09-01,candidate_80_20_dc,FILL,GLD,,"{'SPY': 0.8, 'BIL': 0.2}",SELL,-106.64057071398081,93.41000366210938,9961.296100922382,1.0,4.98064805046119,0.0,0.0,,,,,
2009-09-01,candidate_80_20_dc,PARTIAL_FILL,BIL,,"{'SPY': 0.8, 'BIL': 0.2}",BUY,140.94058285817223,73.46991637556802,10354.892836513729,1.0,5.1774464182568645,0.2,278.02546126780805,,,,,
